"GEO_ID","NAME","C17002_001E","C17002_001M","C17002_002E","C17002_002M","C17002_003E","C17002_003M","C17002_004E","C17002_004M","C17002_005E","C17002_005M","C17002_006E","C17002_006M","C17002_007E","C17002_007M","C17002_008E","C17002_008M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Under .50","Margin of Error!!Total:!!Under .50","Estimate!!Total:!!.50 to .99","Margin of Error!!Total:!!.50 to .99","Estimate!!Total:!!1.00 to 1.24","Margin of Error!!Total:!!1.00 to 1.24","Estimate!!Total:!!1.25 to 1.49","Margin of Error!!Total:!!1.25 to 1.49","Estimate!!Total:!!1.50 to 1.84","Margin of Error!!Total:!!1.50 to 1.84","Estimate!!Total:!!1.85 to 1.99","Margin of Error!!Total:!!1.85 to 1.99","Estimate!!Total:!!2.00 and over","Margin of Error!!Total:!!2.00 and over",
"1500000US360050070002","Block Group 2; Census Tract 70; Bronx County; New York","673","253","265","196","0","13","41","58","0","13","23","36","0","13","344","173",
"1500000US360050070003","Block Group 3; Census Tract 70; Bronx County; New York","994","430","46","41","221","221","17","26","50","72","120","165","23","45","517","366",
"1500000US360050071001","Block Group 1; Census Tract 71; Bronx County; New York","702","310","25","38","39","62","0","13","68","101","98","205","32","50","440","243",
"1500000US360050071002","Block Group 2; Census Tract 71; Bronx County; New York","1849","346","462","299","140","80","125","154","39","48","98","92","86","85","899","334",
"1500000US360050072001","Block Group 1; Census Tract 72; Bronx County; New York","2167","739","623","442","43","46","80","97","0","13","220","159","174","194","1027","417",
"1500000US360050072002","Block Group 2; Census Tract 72; Bronx County; New York","1613","668","52","59","33","50","317","227","110","161","241","194","316","380","544","338",
"1500000US360050072003","Block Group 3; Census Tract 72; Bronx County; New York","683","417","0","13","125","131","127","206","0","13","65","100","0","13","366","293",
"1500000US360050072004","Block Group 4; Census Tract 72; Bronx County; New York","889","541","8","14","0","13","8","12","6","10","20","31","0","13","847","527",
"1500000US360050073001","Block Group 1; Census Tract 73; Bronx County; New York","2175","783","499","486","578","448","482","453","356","372","51","57","78","117","131","149",
"1500000US360050073002","Block Group 2; Census Tract 73; Bronx County; New York","604","342","243","189","0","13","0","13","54","49","0","13","0","13","307","304",
"1500000US360050073003","Block Group 3; Census Tract 73; Bronx County; New York","1776","449","101","136","70","92","230","260","355","280","181","201","0","13","839","422",
"1500000US360050074001","Block Group 1; Census Tract 74; Bronx County; New York","1353","615","232","173","25","40","0","13","146","156","0","13","27","29","923","579",
"1500000US360050074002","Block Group 2; Census Tract 74; Bronx County; New York","1018","398","117","107","172","198","304","297","75","114","13","21","68","108","269","182",
"1500000US360050074003","Block Group 3; Census Tract 74; Bronx County; New York","910","378","34","41","26","30","21","32","0","13","39","65","0","13","790","385",
"1500000US360050075001","Block Group 1; Census Tract 75; Bronx County; New York","1546","610","398","351","210","305","396","372","69","118","0","13","43","67","430","327",
"1500000US360050075002","Block Group 2; Census Tract 75; Bronx County; New York","3359","945","932","627","314","372","42","52","146","192","420","489","40","74","1465","759",
"1500000US360050075003","Block Group 3; Census Tract 75; Bronx County; New York","863","363","224","196","69","66","0","13","134","148","0","13","0","13","436","276",
"1500000US360050075004","Block Group 4; Census Tract 75; Bronx County; New York","775","430","262","296","135","111","38","64","0","13","131","261","36","63","173","167",
"1500000US360050076001","Block Group 1; Census Tract 76; Bronx County; New York","1065","455","142","163","176","173","22","42","49","84","21","34","0","13","655","406",
"1500000US360050076002","Block Group 2; Census Tract 76; Bronx County; New York","800","352","91","105","206","231","37","46","73","143","85","98","0","13","308","219",
"1500000US360050076003","Block Group 3; Census Tract 76; Bronx County; New York","1254","522","15","24","79","77","39","62","340","309","138","214","163","180","480","394",
"1500000US360050076004","Block Group 4; Census Tract 76; Bronx County; New York","1183","417","49","47","55","55","85","85","65","91","0","13","109","134","820","439",
"1500000US360050076005","Block Group 5; Census Tract 76; Bronx County; New York","974","459","47","60","36","38","151","233","0","13","84","145","0","13","656","412",
